date,price,bedrooms,bathrooms,sqft_living,sqft_log,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
12/6/2014 00:00,223000,2,1,910,9869,1,no,910,0,1957,2000,11644 SE 163rd St,Renton,WA 98058,USA
14/5/2014 00:00,339950,3,1,1050,5402,1.5,no,1050,0,1906,1990,1807 17th Ave S,Seattle,WA 98144,USA
14/5/2014 00:00,160000,3,1,860,11900,1,no,860,0,1963,,27204 116th Pl SE,Kent,WA 98030,USA
14/5/2014 00:00,139000,3,1,1100,17334,1,no,1100,0,1978,,33610 51st Ave S,Auburn,WA 98001,USA
21/5/2014 00:00,225000,2,1,1396,111949,1,no,1396,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA
14/5/2014 00:00,499000,3,2,2090,42689,1.5,no,2090,0,1959,1998,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA
14/5/2014 00:00,458000,3,1,1660,7500,1,no,1060,600,1940,2001,2000 NE 113th St,Seattle,WA 98125,USA
23/5/2014 00:00,225000,2,1,1300,11867,1.5,no,1300,0,1975,,33023 SE 310th St,Ravensdale,WA 98051,USA
14/5/2014 00:00,310000,3,1,1480,7830,1,no,1480,0,1952,2008,1909 N 195th St,Shoreline,WA 98133,USA
14/5/2014 00:00,349950,5,3,2257,10117,1,no,1363,894,2005,,3755 S 168th St,SeaTac,WA 98188,USA
14/5/2014 00:00,234000,4,2,1630,9010,1,no,1050,580,1975,,10872 SE 318th Pl,Auburn,WA 98092,USA
5/6/2014 00:00,229000,2,1,1190,7408,1,no,830,360,1941,1994,10427 18th Ave S,Seattle,WA 98168,USA
14/5/2014 00:00,1058000,4,2,2290,11137,1,no,2290,0,1955,2009,10441 SE 24th Pl,Bellevue,WA 98004,USA
14/5/2014 00:00,300000,3,1,1260,8280,1,no,1260,0,1946,,2559 NE 98th St,Seattle,WA 98115,USA
12/6/2014 00:00,229629.5,2,1,1100,8281,1,no,1100,0,1947,1988,1206 NE 155th St,Shoreline,WA 98155,USA
15/5/2014 00:00,252350,3,2,1650,7352,1,no,1160,490,1979,2014,12902 SE 158th Pl,Renton,WA 98058,USA
15/5/2014 00:00,185000,3,1,1150,8100,1,no,1150,0,1932,,12208 20th Ave S,Seattle,WA 98168,USA
8/7/2014 00:00,229629.5,2,1,770,8149,1,no,770,0,1948,1994,16040 28th Ave NE,Shoreline,WA 98155,USA
15/5/2014 00:00,250000,3,1,1230,10350,1,no,1230,0,1957,2001,19415 107th Ave SE,Renton,WA 98055,USA
15/5/2014 00:00,190000,3,1,1090,8520,1,no,1090,0,1967,2011,29611 21st Ave S,Federal Way,WA 98003,USA
15/5/2014 00:00,349950,3,1,1400,7066,1,no,1400,0,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA
15/5/2014 00:00,613000,4,2,1550,4815,1.5,no,1550,0,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA
15/5/2014 00:00,300000,3,1,1220,13000,1,no,1220,0,1955,2009,18218 Evanston Ave N,Shoreline,WA 98133,USA
15/5/2014 00:00,197500,3,1,980,3090,1.5,no,980,0,1903,2005,4531 S Lucile St,Seattle,WA 98118,USA
15/5/2014 00:00,225000,3,2,1400,7384,1,no,1150,250,1979,2014,3311 SE 17th St,Renton,WA 98058,USA
15/5/2014 00:00,280000,3,1,1330,20562,1.5,no,1330,0,1959,1989,13219 424th Ave SE,North Bend,WA 98045,USA
15/5/2014 00:00,204700,4,2,1670,9987,1,no,1670,0,1967,2011,29031 40th Ave S,Auburn,WA 98001,USA
15/5/2014 00:00,695000,4,3,3150,9130,2,no,3150,0,2001,,24038 SE 13th Pl,Sammamish,WA 98075,USA
15/5/2014 00:00,215000,3,1,1160,10384,1,no,1160,0,1969,,26516 235th Ave SE,Maple Valley,WA 98038,USA
15/5/2014 00:00,400000,3,1,1630,10304,1,no,1630,0,1953,,17228 11th Ave NE,Shoreline,WA 98155,USA
15/5/2014 00:00,744000,4,3,1980,5352,2.5,no,1980,0,1941,2005,4103 SW Kenyon St,Seattle,WA 98136,USA
15/5/2014 00:00,240000,3,2,1400,6200,1,no,700,700,1948,1994,1610 N 185th St,Shoreline,WA 98133,USA
15/5/2014 00:00,495000,4,2,2050,4000,1.5,no,1210,840,1941,,2609 21st Ave S,Seattle,WA 98144,USA
15/5/2014 00:00,640000,4,2,2560,7798,1,no,1890,670,1947,1988,8600-8698 30th Ave NE,Seattle,WA 98115,USA
15/5/2014 00:00,174950,3,1,1060,5200,1,no,1060,0,1970,,26635 Timberlane Dr SE,Covington,WA 98042,USA
15/5/2014 00:00,839000,3,1,1230,12305,1,no,1230,0,1955,1990,10904 SE 1st St,Bellevue,WA 98004,USA
15/5/2014 00:00,467000,3,1,1660,6582,1,no,1000,660,1946,,12033 Dayton Ave N,Seattle,WA 98133,USA
15/5/2014 00:00,270000,3,1,1010,9514,1,no,1010,0,1969,2010,17620 SE 121st Pl,Renton,WA 98059,USA
29/5/2014 00:00,230000,2,1,950,7560,1,no,950,0,1958,2004,17018 124th Ave SE,Renton,WA 98058,USA
16/5/2014 00:00,350000,1,1,700,5100,1,no,700,0,1942,1999,6849 26th Ave NE,Seattle,WA 98115,USA
16/5/2014 00:00,317000,3,2,1760,11410,1,no,1060,700,1977,,16703 133rd Pl SE,Renton,WA 98058,USA
13/6/2014 00:00,230000,2,1,930,7550,1,no,930,0,1986,,13008 23rd Ave S,SeaTac,WA 98168,USA
16/5/2014 00:00,490000,3,2,1450,2400,1.5,no,1450,0,1900,2003,1746 NW 60th St,Seattle,WA 98107,USA
16/5/2014 00:00,239950,5,1,1460,6032,2,no,1460,0,1941,1998,13012 41st Ave S,Tukwila,WA 98168,USA
16/5/2014 00:00,342000,3,1,1260,6826,1,no,720,540,1944,,14040 24th Ave NE,Seattle,WA 98125,USA
16/5/2014 00:00,345000,4,1,1980,7991,1.5,no,1980,0,1962,2003,12652 SE 160th St,Renton,WA 98058,USA
16/5/2014 00:00,724800,3,2,2050,3933,1,no,1180,870,1926,2001,2610 E Montlake Pl E,Seattle,WA 98112,USA
18/6/2014 00:00,230000,2,1,1080,9435,1,no,1080,0,1958,2004,11915 SE 161st St,Renton,WA 98058,USA
16/5/2014 00:00,785000,3,2,2180,5440,1,no,1100,1080,1904,,4111 Woodland Park Ave N,Seattle,WA 98103,USA
16/5/2014 00:00,250000,3,2,1900,6660,1,no,950,950,1966,,27022 216th Ave SE,Maple Valley,WA 98038,USA
16/5/2014 00:00,875000,3,2,2220,6641,1,no,1220,1000,1947,1988,2559 24th Ave W,Seattle,WA 98199,USA
5/5/2014 00:00,232000,2,1,1200,8063,1,no,1200,0,1958,1972,20220 8th Ave S,Des Moines,WA 98198,USA
3/6/2014 00:00,234000,2,1,940,5375,1,no,940,0,1952,,20214 8th Ave S,Des Moines,WA 98198,USA
16/5/2014 00:00,238000,3,2,1020,1204,2,no,720,300,2004,2003,3419 SW Morgan St,Seattle,WA 98126,USA
16/5/2014 00:00,180000,3,1,1000,18513,1,no,1000,0,1940,1996,1001 SW 102nd St,Seattle,WA 98146,USA
23/6/2014 00:00,234000,2,1,870,11100,1,no,870,0,1940,1996,11062 25th Ave SW,Seattle,WA 98146,USA
16/5/2014 00:00,540000,1,1,1140,6700,1.5,no,1140,0,1920,1979,9055 Palatine Ave N,Seattle,WA 98103,USA
2/5/2014 00:00,235000,2,1,1210,9400,1,no,1210,0,1949,,7542 21st Ave SW,Seattle,WA 98106,USA
16/5/2014 00:00,445000,3,3,1970,24318,1,no,1970,0,2010,,18819 71st Ave NE,Kenmore,WA 98028,USA
16/5/2014 00:00,1270000,4,3,5520,8313,2,no,3570,1950,2008,,4468 158th Ave SE,Bellevue,WA 98006,USA
8/5/2014 00:00,235000,2,1,1270,3008,1,no,650,620,1923,,4305 S Webster St,Seattle,WA 98118,USA
17/5/2014 00:00,410000,3,2,1700,4250,1,no,890,810,1944,,2204 W Emerson St,Seattle,WA 98199,USA
23/5/2014 00:00,235000,2,1,1140,1730,1.5,no,1010,130,2007,,3002 SW Cycle Ct,Seattle,WA 98126,USA
18/5/2014 00:00,732000,3,2,1940,55756,1,no,1940,0,1954,,2049 144th Ave SE,Bellevue,WA 98007,USA
3/6/2014 00:00,235000,2,1,720,4840,1,no,720,0,1947,1988,5403 34th Ave SW,Seattle,WA 98126,USA
30/6/2014 00:00,235000,2,1,900,28800,1,no,900,0,1928,,8406 Railroad Ave,Snoqualmie,WA 98065,USA
19/5/2014 00:00,487250,4,2,1690,3250,1.5,no,1550,140,1901,,4800-4898 Whitman Ave N,Seattle,WA 98103,USA
8/7/2014 00:00,235000,2,1,1020,7920,1,no,1020,0,1939,1969,1712 S Dawson St,Seattle,WA 98108,USA
19/5/2014 00:00,560000,4,1,1660,4690,1.5,no,1260,400,1945,2010,7353 16th Ave NW,Seattle,WA 98117,USA
19/5/2014 00:00,210000,3,1,1080,21043,1,no,1080,0,1942,1999,5612 18th Ave SW,Seattle,WA 98106,USA
19/5/2014 00:00,690000,3,2,1610,5100,1.5,no,1610,0,1940,,7341 20th Ave NE,Seattle,WA 98115,USA
22/5/2014 00:00,235750,2,1,740,11250,1,no,740,0,1938,,11050 24th Pl SW,Seattle,WA 98146,USA
19/5/2014 00:00,215000,3,1,970,7275,1,no,970,0,1970,,11428 SE 225th St,Kent,WA 98031,USA
19/5/2014 00:00,762000,5,2,3370,5000,1.5,no,2140,1230,1907,,365 Crockett St,Seattle,WA 98109,USA
19/5/2014 00:00,359950,3,1,1290,189486,1,no,1290,0,1960,2001,29701-29727 138th Ave SE,Auburn,WA 98092,USA
18/6/2014 00:00,240000,2,1,670,10920,1,no,670,0,1942,1999,10025-10037 31st Ave SW,Seattle,WA 98146,USA
19/5/2014 00:00,241000,2,2,1470,3128,2,no,1470,0,2005,,24023 SE 282nd St,Maple Valley,WA 98038,USA
19/5/2014 00:00,333000,4,2,1580,7800,2,no,1580,0,1906,,2023 24th Ave S,Seattle,WA 98144,USA
19/5/2014 00:00,485000,3,1,1500,4100,1.5,no,1370,130,1926,2003,816 NW Market St,Seattle,WA 98107,USA
20/5/2014 00:00,243000,2,1,1770,5522,1.5,no,960,810,1943,,8040 S 118th St,Seattle,WA 98178,USA
16/5/2014 00:00,245000,2,1,870,6150,1,no,870,0,1941,1994,8627 9th Ave SW,Seattle,WA 98106,USA
16/6/2014 00:00,245000,2,1,1200,4880,1,no,980,220,1943,2002,8421 8th Ave SW,Seattle,WA 98106,USA
19/5/2014 00:00,307000,3,1,1370,7500,1,no,1370,0,1960,2012,4751 Stephens Ave,Carnation,WA 98014,USA
7/7/2014 00:00,245000,2,1,1500,6685,1,no,1190,310,1926,2003,12226 Phinney Ave N,Seattle,WA 98133,USA
19/5/2014 00:00,1190000,4,3,2240,6000,1.5,no,1270,970,1914,1945,2009 4th Ave N,Seattle,WA 98109,USA
19/5/2014 00:00,137000,3,1,950,7620,1,no,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA
30/5/2014 00:00,247875,2,1,1000,4776,1,no,1000,0,1942,1982,4557 14th Ave S,Seattle,WA 98108,USA
19/5/2014 00:00,298450,5,3,2100,9752,1,no,1200,900,2007,,29801-29829 23rd Avenue South,Federal Way,WA 98003,USA
20/5/2014 00:00,675000,4,3,2690,28300,1,no,2690,0,1954,1999,17428 7th Pl SW,Normandy Park,WA 98166,USA
21/5/2014 00:00,249900,2,1,1140,5500,1,no,1140,0,1947,2012,9412 24th Ave SW,Seattle,WA 98106,USA
22/5/2014 00:00,249950,2,1,940,8532,1,no,940,0,1959,,628 SW 136th St,Burien,WA 98166,USA
29/5/2014 00:00,250000,2,1,1110,26051,1,no,1110,0,1951,1994,3218 S 148th St,SeaTac,WA 98168,USA
20/5/2014 00:00,250000,4,2,1960,7560,1,no,1160,800,1978,,12206 SE 217th St,Kent,WA 98031,USA
20/5/2014 00:00,490000,3,1,1910,8190,1,no,1010,900,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA
20/5/2014 00:00,755000,6,2,2150,4505,1,no,1270,880,1952,2008,3429 9th Ave W,Seattle,WA 98119,USA
18/6/2014 00:00,250275,2,1,790,11234,1,no,790,0,1942,1982,17941 Riviera Pl SW,Normandy Park,WA 98166,USA
20/5/2014 00:00,519900,4,2,1820,9350,1,no,1820,0,1967,,2019 182nd Ave NE,Redmond,WA 98052,USA
20/5/2014 00:00,300000,3,1,1090,9900,1,no,1090,0,1955,2009,13424 NE 80th St,Redmond,WA 98052,USA
20/5/2014 00:00,387500,4,1,1320,4440,1.5,no,1320,0,1929,,1505 29th Ave,Seattle,WA 98122,USA
20/5/2014 00:00,380000,4,3,2800,9764,2,no,2800,0,2002,,24729 SE 276th Pl,Maple Valley,WA 98038,USA
20/5/2014 00:00,200000,3,1,1050,5000,1,no,1050,0,1967,,602 Tacoma Ave NE,Renton,WA 98056,USA
2/7/2014 00:00,253000,2,1,1310,7128,1,no,940,370,1980,,11414 SE 230th Pl,Kent,WA 98031,USA
20/5/2014 00:00,452000,4,1,1210,3760,1.5,no,1210,0,1900,2005,1106 N 80th St,Seattle,WA 98103,USA
20/5/2014 00:00,1275000,4,2,2850,7861,1,no,1450,1400,1970,,3014 NW Esplanade,Seattle,WA 98117,USA
20/5/2014 00:00,326000,6,3,1880,7200,1,no,1880,0,1966,,1178 Camas Ave NE,Renton,WA 98056,USA
6/6/2014 00:00,253500,2,1,810,4800,1,no,810,0,1948,1994,8850 34th Ave SW,Seattle,WA 98126,USA
28/5/2014 00:00,254000,2,1,1060,8187,1,no,1060,0,1952,,16708 N Park Ave N,Shoreline,WA 98133,USA
20/5/2014 00:00,300000,3,1,2120,7735,1,no,1060,1060,1967,,12840 163rd Ave SE,Renton,WA 98059,USA
20/5/2014 00:00,1125000,6,3,2880,3192,2,no,2180,700,1919,1985,2212 N 36th St,Seattle,WA 98103,USA
20/5/2014 00:00,700000,4,1,1680,4021,1.5,no,1680,0,1921,2000,2139 N 52nd St,Seattle,WA 98103,USA
9/5/2014 00:00,255000,2,1,960,28717,1,no,960,0,1984,,29805-29821 129th Pl SW,Vashon,WA 98070,USA
20/5/2014 00:00,309000,3,1,1092,7500,1.5,no,1092,0,1918,,7757 15th Ave SW,Seattle,WA 98106,USA
20/5/2014 00:00,299950,3,1,910,8000,1,no,740,170,1950,1983,20013 15th Ave NW,Shoreline,WA 98177,USA
20/5/2014 00:00,1100000,3,2,2390,6888,2,no,2390,0,1939,,7529 Lakemont Dr NE,Seattle,WA 98115,USA
9/5/2014 00:00,255000,2,1,810,7980,1,no,810,0,1928,,12727 2nd Ave SW,Seattle,WA 98146,USA
20/5/2014 00:00,330000,3,1,1180,43124,1,no,1180,0,1959,,8442-8514 WA-900,Issaquah,WA 98027,USA
20/5/2014 00:00,335000,3,1,1060,10050,1,no,1060,0,1967,,8136 NE 147th Pl,Kenmore,WA 98028,USA
20/5/2014 00:00,194000,1,1,820,1060,1,no,760,60,2007,,6017-6199 31st Ave SW,Seattle,WA 98126,USA
20/5/2014 00:00,507500,3,2,2020,8118,1,no,1020,1000,1963,2008,16630 SE 26th St,Bellevue,WA 98008,USA
20/5/2014 00:00,206000,4,2,1700,6025,1,no,1700,0,1978,,606 5th St SE,Auburn,WA 98002,USA
20/5/2014 00:00,259000,3,1,1320,8625,1,no,1320,0,1957,2001,2931 NE 5th Pl,Renton,WA 98056,USA
20/5/2014 00:00,439000,3,2,2010,251341,2,no,1510,500,2003,,16103 Kelly Rd NE,Duvall,WA 98019,USA
12/5/2014 00:00,255000,2,1,1220,2500,1,no,770,450,1910,2006,3017 SW Hinds St,Seattle,WA 98126,USA
9/6/2014 00:00,255000,2,1,1200,9000,1,no,1200,0,1917,,22018 8th Pl S,Des Moines,WA 98198,USA
21/5/2014 00:00,325000,3,1,990,6750,1,no,990,0,1947,1988,11502 Corliss Ave N,Seattle,WA 98133,USA
30/6/2014 00:00,255000,2,1,1320,9967,1,no,940,380,1919,2001,3822 Martin Luther King Jr Way S,Seattle,WA 98108,USA
21/5/2014 00:00,420850,1,1,960,40946,1,no,960,0,1945,,10815 E Lake Joy Dr NE,Carnation,WA 98014,USA
21/5/2014 00:00,199000,4,2,2030,8120,2,no,2030,0,1950,2005,11226 57th Ave S,Seattle,WA 98178,USA
21/5/2014 00:00,210000,3,1,1240,4842,1,no,1240,0,1916,,9612-9618 Renton Ave S,Seattle,WA 98118,USA
21/5/2014 00:00,475000,4,2,1790,2250,1,no,840,950,1909,1989,1017 N 38th St,Seattle,WA 98103,USA
21/5/2014 00:00,250000,3,2,1170,7258,1,no,1170,0,1984,,29812 55th Pl S,Auburn,WA 98001,USA
21/5/2014 00:00,220000,3,1,1060,9126,1,no,1060,0,1956,,1122 Harding St,Enumclaw,WA 98022,USA
21/5/2014 00:00,230000,5,2,1930,6120,1.5,no,1930,0,1941,1969,10645 2nd Ave SW,Seattle,WA 98146,USA
21/5/2014 00:00,385500,3,2,1540,7947,1,no,1120,420,1961,2004,9215 NE 183rd St,Bothell,WA 98011,USA
21/5/2014 00:00,895000,5,3,2876,13927,1,no,1970,906,1973,,5558 W Mercer Way,Mercer Island,WA 98040,USA
19/5/2014 00:00,256500,2,1,1120,9912,1,no,1120,0,1980,,7615 SW 257th St,Vashon,WA 98070,USA
21/5/2014 00:00,330000,3,1,1250,9126,1,no,1250,0,1969,2010,17510 194th Ave NE,Woodinville,WA 98077,USA
24/6/2014 00:00,257500,2,2,1180,9265,1,no,1180,0,1940,1996,13321 30th Ave NE,Seattle,WA 98125,USA
26/6/2014 00:00,258125,2,1,930,7740,1,no,930,0,1924,2011,11020 34th Ave NE,Seattle,WA 98125,USA
27/6/2014 00:00,260000,2,1,700,4800,1,no,700,0,1922,2008,1518 25th Ave,Seattle,WA 98122,USA
21/5/2014 00:00,975000,5,4,4850,36450,2,no,4850,0,1977,2004,13600 NE 36th Pl,Bellevue,WA 98005,USA
21/5/2014 00:00,218000,3,1,1020,7874,1,no,1020,0,1956,2001,9455 8th Ave SW,Seattle,WA 98106,USA
21/5/2014 00:00,452000,4,2,1660,6150,1,no,850,810,1945,2010,7308 28th Ave SW,Seattle,WA 98126,USA
1/7/2014 00:00,260000,2,1,770,7906,1,no,770,0,1948,,834 NE 189th St,Shoreline,WA 98155,USA
21/5/2014 00:00,430000,3,1,1150,3000,1,no,1150,0,1906,,945 N 80th St,Seattle,WA 98103,USA
12/5/2014 00:00,265000,2,1,1290,2828,2,no,1290,0,2008,,23549 NE 111th St,Redmond,WA 98053,USA
21/5/2014 00:00,525000,3,1,1450,4000,1,no,950,500,1948,,5155 54th Ave S,Seattle,WA 98118,USA
21/5/2014 00:00,540000,3,2,1470,1691,2,no,1000,470,2007,,1032 NE 63rd St,Seattle,WA 98115,USA
21/5/2014 00:00,150000,3,1,1010,25000,1,no,1010,0,1966,1963,10626 Kelly Rd NE,Carnation,WA 98014,USA
9/6/2014 00:00,265000,2,1,1000,31505,1,no,1000,0,1960,2012,32823 NE 195th St,Duvall,WA 98019,USA
30/6/2014 00:00,265000,2,2,1860,10856,1,no,1260,600,1952,2008,11263-11611 Beacon Ave S,Seattle,WA 98178,USA
21/5/2014 00:00,260000,6,2,2220,8797,1,no,2220,0,1977,2004,142 11th St SE,Auburn,WA 98002,USA
21/5/2014 00:00,413800,3,2,1440,4421,1,no,1440,0,2007,,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA
21/5/2014 00:00,1030000,3,4,3880,13095,2,no,3700,180,2009,,8090 Juanita Dr NE,Kirkland,WA 98034,USA
21/5/2014 00:00,556000,3,3,1960,1168,2,no,1600,360,2007,,1150 NE Park Dr,Issaquah,WA 98029,USA
22/5/2014 00:00,180000,3,1,870,5330,1,no,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,USA
14/5/2014 00:00,267800,2,1,700,6000,1,no,700,0,1949,1985,16824 11th Pl NE,Shoreline,WA 98155,USA
10/6/2014 00:00,268000,2,1,1380,5000,1,no,870,510,1943,2002,3010 S Holden St,Seattle,WA 98108,USA
22/5/2014 00:00,430000,4,3,3220,8936,2,no,2450,770,1990,2009,20301 96th Ave S,Kent,WA 98031,USA
22/5/2014 00:00,219900,3,1,910,6000,1,no,910,0,1956,,303 SW 108th St,Seattle,WA 98146,USA
20/5/2014 00:00,268500,2,1,790,8424,1,no,790,0,1953,1983,556 N 167th St,Shoreline,WA 98133,USA
22/5/2014 00:00,300000,6,2,2040,10812,1,no,2040,0,1943,,555 Index Ave NE,Renton,WA 98056,USA
22/5/2014 00:00,361000,3,1,1100,4046,1.5,no,1100,0,1922,,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA
22/5/2014 00:00,320000,3,2,1110,10500,1,no,1110,0,1978,,17040 426th Ave SE,North Bend,WA 98045,USA
25/6/2014 00:00,270000,2,1,2060,8398,1,no,1260,800,1962,2003,10447 8th Ave S,Seattle,WA 98168,USA
22/5/2014 00:00,385000,3,1,1250,7300,1,no,1250,0,1956,,16204 SE 8th St,Bellevue,WA 98008,USA
26/6/2014 00:00,270000,2,1,1780,81021,1,no,1780,0,1954,1979,36816 55th Ave S,Auburn,WA 98001,USA
22/5/2014 00:00,1075000,4,3,3600,9200,1,no,2100,1500,1976,1992,2646 168th Ave SE,Bellevue,WA 98008,USA
22/5/2014 00:00,245000,4,2,1580,8000,1,no,1040,540,1967,2011,2306 S 284th Pl,Federal Way,WA 98003,USA
20/5/2014 00:00,271310,2,1,870,5340,1.5,no,870,0,1906,,2019 24th Ave S,Seattle,WA 98144,USA
22/5/2014 00:00,337000,3,1,1070,6109,1,no,1070,0,1951,,12551 Roosevelt Way NE,Seattle,WA 98125,USA
22/5/2014 00:00,492000,4,2,1640,5000,2,no,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,USA
22/5/2014 00:00,348580,3,1,1220,7876,1,no,1220,0,1966,1963,14405 105th Ave NE,Kirkland,WA 98034,USA
4/6/2014 00:00,275000,2,1,770,8149,1,no,770,0,1948,1985,15346-15348 25th Ave NE,Shoreline,WA 98155,USA
22/5/2014 00:00,400000,3,1,1040,6250,1,no,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,USA
22/5/2014 00:00,295000,4,2,980,10640,1,no,980,0,1978,,17026 426th Ave SE,North Bend,WA 98045,USA
22/5/2014 00:00,677000,3,2,2000,3207,1,no,1100,900,1916,,1330 N Lucas Pl,Seattle,WA 98103,USA
23/6/2014 00:00,275000,2,1,1180,6552,1,no,1180,0,1949,1985,16341 Interlake Ave N,Shoreline,WA 98133,USA
25/6/2014 00:00,275000,2,1,770,4840,1,no,770,0,1927,,5628 35th Ave SW,Seattle,WA 98126,USA
22/5/2014 00:00,592500,4,3,2170,8240,1,no,1370,800,1968,,18504 NE 21st St,Redmond,WA 98052,USA
27/6/2014 00:00,275500,2,1,720,11400,1,no,720,0,1951,,18529 Ashworth Ave N,Shoreline,WA 98133,USA
11/6/2014 00:00,276900,2,1,1350,10096,1,no,1350,0,1952,,428 Orchard Ave NE,North Bend,WA 98045,USA
22/5/2014 00:00,1000000,4,3,4260,18687,2,no,4260,0,1996,,2432 267th Ct SE,Sammamish,WA 98075,USA
22/5/2014 00:00,353000,1,1,550,1279,2,no,550,0,2008,,1620 14th Ave,Seattle,WA 98122,USA
10/7/2014 00:00,279000,2,1,670,6300,1,no,670,0,1942,,9716 33rd Ave SW,Seattle,WA 98126,USA
23/5/2014 00:00,460000,3,1,1670,4005,1.5,no,1170,500,1939,1989,8030 18th Ave NW,Seattle,WA 98117,USA
23/5/2014 00:00,218000,3,1,960,9633,1,no,960,0,1982,,506 Harmony Ln,Enumclaw,WA 98022,USA
23/5/2014 00:00,325000,3,1,1920,6862,1,no,1120,800,1952,2008,4602 S Fletcher St,Seattle,WA 98118,USA
23/5/2014 00:00,980000,4,3,3680,5854,1,no,2060,1620,1967,2011,1414 Magnolia Blvd W,Seattle,WA 98199,USA
30/5/2014 00:00,280000,2,1,1880,7560,1,no,940,940,1919,2001,8611 32nd Ave SW,Seattle,WA 98126,USA
4/6/2014 00:00,280000,2,1,960,4920,1,no,960,0,1942,1999,9007 4th Ave NW,Seattle,WA 98117,USA
23/5/2014 00:00,478000,3,1,1280,2580,1.5,no,1280,0,1910,2014,6008 8th Ave NE,Seattle,WA 98115,USA
23/5/2014 00:00,149000,3,1,1700,8645,1,no,1700,0,1955,2005,12701 2nd Ave SW,Seattle,WA 98146,USA
23/5/2014 00:00,1050000,3,4,4380,42769,2,no,4380,0,1983,,17301 NE 131st St,Redmond,WA 98052,USA
23/5/2014 00:00,383000,3,1,1800,5612,1,no,1200,600,1942,1982,8639 36th Ave SW,Seattle,WA 98126,USA
23/5/2014 00:00,449950,3,2,1560,4080,2,no,1560,0,1923,1982,828 NE 83rd St,Seattle,WA 98115,USA
23/6/2014 00:00,280000,2,1,1010,3000,1,no,1010,0,1925,1968,107 E 3rd St,North Bend,WA 98045,USA
23/5/2014 00:00,200000,4,1,1350,11507,1,no,1350,0,1966,1963,19516-19598 108th Ave SE,Renton,WA 98055,USA
23/5/2014 00:00,402000,3,2,1540,1827,2,no,1540,0,2005,,2460 NE Park Dr,Issaquah,WA 98029,USA
23/5/2014 00:00,410000,3,2,1650,9641,1.5,no,1650,0,1983,2009,12721 83rd Ct NE,Kirkland,WA 98034,USA
23/5/2014 00:00,554820,4,2,3510,12905,1,no,2210,1300,1965,1982,1962 SW 172nd St,Burien,WA 98166,USA
23/5/2014 00:00,1325000,4,3,3370,7920,1,no,1860,1510,1988,2000,3524 NW 67th St,Seattle,WA 98117,USA
23/5/2014 00:00,607000,3,1,1230,8114,1,no,1230,0,1951,1999,3126 108th Ave SE,Bellevue,WA 98004,USA
23/5/2014 00:00,549900,4,3,2830,213879,2,no,2830,0,1987,,34422 176th Ave SE,Auburn,WA 98092,USA
23/5/2014 00:00,661254,4,4,2290,6250,1.5,no,1690,600,1940,,2319 41st Ave SW,Seattle,WA 98116,USA
23/5/2014 00:00,945000,4,2,2840,13367,1,no,1420,1420,1952,2008,9723 NE 15th St,Clyde Hill,WA 98004,USA
23/5/2014 00:00,132500,3,1,1080,10500,1,no,1080,0,1967,2011,4411 S 314th St,Auburn,WA 98001,USA
23/5/2014 00:00,350000,3,1,1010,11244,1,no,1010,0,1947,1988,16220 8th Ave NE,Shoreline,WA 98155,USA
16/5/2014 00:00,282613,2,1,830,6017,1,no,830,0,1954,1979,16221 Bagley Pl N,Shoreline,WA 98133,USA
23/5/2014 00:00,670500,4,2,1590,6750,1,no,1590,0,1951,1994,2333 12th Ave E,Seattle,WA 98102,USA
23/5/2014 00:00,552000,3,1,1430,5000,1,no,1080,350,1919,1985,6008 29th Ave NE,Seattle,WA 98115,USA
23/5/2014 00:00,244000,4,1,1450,8960,1,no,1450,0,1943,2002,1011 SW 118th St,Seattle,WA 98146,USA
23/5/2014 00:00,445000,3,2,1630,8702,1,no,1630,0,1987,2000,1905 NE 29th Ct,Renton,WA 98056,USA
28/5/2014 00:00,285000,2,1,800,6240,1,no,800,0,1954,2005,13332 30th Ave NE,Seattle,WA 98125,USA
23/5/2014 00:00,585000,3,2,1670,4572,1.5,no,1670,0,1931,,7705 13th Ave NW,Seattle,WA 98117,USA
6/6/2014 00:00,285000,2,1,780,5000,1,no,780,0,1943,,10222 18th Ave SW,Seattle,WA 98146,USA
23/5/2014 00:00,255000,3,2,1490,8371,1.5,no,1490,0,1984,,11405 SE 229th St,Kent,WA 98031,USA
23/5/2014 00:00,550000,3,2,1830,9152,1,no,1830,0,1959,,11815 SE 56th St,Bellevue,WA 98006,USA
23/5/2014 00:00,606000,3,1,1500,3920,1,no,1000,500,1947,2012,128 NW 59th St,Seattle,WA 98107,USA
